payment_id,vehicle_id,customer_id,payment_date,payment_method,amount,payment_status,transaction_reference,created_at
5802,13954,2215,2025-05-08,Loan,1642406.04,PENDING,TXN-211597769,2026-08-14 11:46:24
5803,11982,614,2023-07-08,Bank Transfer,429536.4,FAILED,TXN-453519720,2026-08-14 11:46:24
5804,7803,185,2021-11-04,Bank Transfer,1043643.46,COMPLETED,TXN-210133851,2026-08-14 11:46:24
5805,18359,7251,2023-11-22,Loan,400870.56,COMPLETED,TXN-165923456,2026-08-14 11:46:24
5806,9407,5225,2020-02-06,Loan,2356981.84,COMPLETED,TXN-662536378,2026-08-14 11:46:24
5807,14195,8038,2025-09-27,Loan,633410.64,PENDING,TXN-603339380,2026-08-14 11:46:24
5808,14345,3405,2023-08-23,Debit Card,208691.66,PENDING,TXN-756255091,2026-08-14 11:46:24
5809,5908,5403,2022-10-28,UPI,1942409.08,COMPLETED,TXN-609474271,2026-08-14 11:46:24
5810,11918,3555,2023-10-03,Credit Card,1401614.56,PENDING,TXN-356425219,2026-08-14 11:46:24
5811,13304,9201,2023-03-13,Loan,604887.46,FAILED,TXN-946078120,2026-08-14 11:46:24
5812,19847,5581,2024-07-07,UPI,1293970.86,PENDING,TXN-342352011,2026-08-14 11:46:24
5813,4047,3744,2024-09-30,Credit Card,1566069.74,FAILED,TXN-256427949,2026-08-14 11:46:24
5814,4644,2710,2024-03-24,UPI,1334712.72,COMPLETED,TXN-405478227,2026-08-14 11:46:24
5815,7253,587,2020-04-29,UPI,991554.59,COMPLETED,TXN-608000283,2026-08-14 11:46:24
5816,5001,6789,2021-02-10,UPI,577245.44,COMPLETED,TXN-652149102,2026-08-14 11:46:24
5817,9978,2245,2023-07-22,Credit Card,713688.07,PENDING,TXN-629949480,2026-08-14 11:46:24
5818,1436,5007,2020-02-18,UPI,163503.17,FAILED,TXN-823183398,2026-08-14 11:46:24
5819,15734,4065,2020-08-30,Loan,277785.46,PENDING,TXN-298120284,2026-08-14 11:46:24
5820,178,3008,2024-12-16,Loan,221466.44,FAILED,TXN-366733684,2026-08-14 11:46:24
5821,15921,5859,2026-02-06,Credit Card,681832.53,COMPLETED,TXN-597539093,2026-08-14 11:46:24
5822,19705,5795,2025-10-03,Loan,1021713.09,COMPLETED,TXN-411686702,2026-08-14 11:46:24
5823,11773,8772,2025-08-07,UPI,185521.63,PENDING,TXN-772618397,2026-08-14 11:46:24
5824,17729,3335,2024-03-12,UPI,261203.64,FAILED,TXN-720981994,2026-08-14 11:46:24
5825,2239,3573,2021-02-14,UPI,1029135.65,COMPLETED,TXN-144525210,2026-08-14 11:46:24
5826,2708,2536,2025-04-18,Credit Card,525011.21,PENDING,TXN-455853217,2026-08-14 11:46:24
5827,5390,7768,2022-04-11,UPI,496188.84,COMPLETED,TXN-960835474,2026-08-14 11:46:24
5828,5909,3199,2023-03-22,UPI,227197.59,COMPLETED,TXN-460119071,2026-08-14 11:46:24
5829,8982,8833,2022-05-21,Credit Card,440576.19,COMPLETED,TXN-865405453,2026-08-14 11:46:24
5830,2914,3247,2022-10-13,Bank Transfer,1290471.32,COMPLETED,TXN-506980437,2026-08-14 11:46:24
5831,9495,1084,2024-08-12,Debit Card,379618.55,COMPLETED,TXN-873428369,2026-08-14 11:46:24
5832,18996,8410,2026-08-05,Debit Card,1290898.04,COMPLETED,TXN-406348603,2026-08-14 11:46:24
5833,18877,4749,2025-02-16,Loan,448481.86,COMPLETED,TXN-725962402,2026-08-14 11:46:24
5834,16828,8737,2024-02-08,UPI,308104.54,COMPLETED,TXN-782051789,2026-08-14 11:46:24
5835,3959,2228,2023-08-14,Loan,544365.15,FAILED,TXN-696559695,2026-08-14 11:46:24
5836,1323,9402,2023-08-06,Debit Card,190986.87,COMPLETED,TXN-322662141,2026-08-14 11:46:24
5837,2371,409,2022-07-20,UPI,1221269.27,COMPLETED,TXN-164577576,2026-08-14 11:46:24
5838,9115,5938,2026-05-14,Bank Transfer,574134.5,PENDING,TXN-142803444,2026-08-14 11:46:24
5839,720,2465,2023-05-09,UPI,584505.45,COMPLETED,TXN-736418851,2026-08-14 11:46:24
5840,3867,1595,2022-01-06,Bank Transfer,802777.54,FAILED,TXN-764802541,2026-08-14 11:46:24
5841,19160,347,2023-01-18,Loan,1901576.08,COMPLETED,TXN-662770785,2026-08-14 11:46:24
5842,18797,1595,2022-03-24,Credit Card,198098.72,PENDING,TXN-830710694,2026-08-14 11:46:24
5843,4119,9661,2020-05-28,UPI,807635.38,PENDING,TXN-665441654,2026-08-14 11:46:24
5844,17614,8864,2022-06-24,Debit Card,243531.11,FAILED,TXN-392592946,2026-08-14 11:46:24
5845,7189,1877,2026-08-02,UPI,1927077.59,COMPLETED,TXN-625145829,2026-08-14 11:46:24
5846,14508,1245,2025-03-03,Credit Card,1075129.69,PENDING,TXN-790321461,2026-08-14 11:46:24
5847,10793,3482,2020-11-06,Bank Transfer,1274286.16,PENDING,TXN-206854156,2026-08-14 11:46:24
5848,242,9455,2025-07-01,Loan,789436.03,COMPLETED,TXN-391034664,2026-08-14 11:46:24
5849,580,5447,2021-08-11,UPI,156881.79,FAILED,TXN-195523281,2026-08-14 11:46:24
5850,10021,6429,2020-11-23,UPI,134021.04,COMPLETED,TXN-726302919,2026-08-14 11:46:24
5851,16689,6444,2026-02-04,Bank Transfer,543906.51,COMPLETED,TXN-799410080,2026-08-14 11:46:24
5852,13812,1326,2024-09-21,Loan,1471080.45,COMPLETED,TXN-365883922,2026-08-14 11:46:24
5853,7461,6258,2020-02-26,Credit Card,909561.36,COMPLETED,TXN-401365397,2026-08-14 11:46:24
5854,9232,6359,2021-07-18,Loan,791611.8,FAILED,TXN-232496459,2026-08-14 11:46:24
5855,883,921,2021-07-22,Credit Card,366720.81,COMPLETED,TXN-452202402,2026-08-14 11:46:24
5856,155,2701,2022-11-01,Credit Card,1018069.74,COMPLETED,TXN-728515735,2026-08-14 11:46:24
5857,8312,7408,2021-06-30,UPI,549655.93,PENDING,TXN-936101492,2026-08-14 11:46:24
5858,1266,3214,2025-07-16,UPI,395272.28,COMPLETED,TXN-851322795,2026-08-14 11:46:24
5859,4274,4317,2026-07-23,UPI,595256.14,COMPLETED,TXN-131650005,2026-08-14 11:46:24
5860,1265,9415,2024-11-22,Loan,712966.05,COMPLETED,TXN-864501139,2026-08-14 11:46:24
5861,9301,8686,2024-02-16,Debit Card,636102.06,COMPLETED,TXN-262105961,2026-08-14 11:46:24
5862,9316,7105,2025-09-16,Bank Transfer,194517.86,FAILED,TXN-148188324,2026-08-14 11:46:24
5863,12775,3820,2022-07-14,Debit Card,1009097.27,COMPLETED,TXN-470580758,2026-08-14 11:46:24
5864,18220,1530,2025-08-30,Loan,290844.66,FAILED,TXN-648462336,2026-08-14 11:46:24
5865,13281,2584,2024-06-28,Bank Transfer,1041467.84,COMPLETED,TXN-523395118,2026-08-14 11:46:24
5866,11244,9735,2025-10-07,Bank Transfer,567995.43,FAILED,TXN-939656264,2026-08-14 11:46:24
5867,10123,9805,2025-11-09,UPI,363054.21,COMPLETED,TXN-209524534,2026-08-14 11:46:24
5868,7798,3498,2024-10-13,UPI,169357.91,FAILED,TXN-778960679,2026-08-14 11:46:24
5869,12141,4839,2024-10-09,UPI,183132.12,COMPLETED,TXN-827238526,2026-08-14 11:46:24
5870,1967,2815,2020-07-09,Loan,585593.35,COMPLETED,TXN-422895067,2026-08-14 11:46:24
5871,3241,4603,2024-07-07,Bank Transfer,1812779.33,FAILED,TXN-616724259,2026-08-14 11:46:24
5872,11111,1790,2023-10-22,Debit Card,1803095.69,PENDING,TXN-721317002,2026-08-14 11:46:24
5873,5085,5199,2020-03-16,Bank Transfer,1457725.68,COMPLETED,TXN-339286719,2026-08-14 11:46:24
5874,7412,3785,2024-11-23,Credit Card,1801978.04,COMPLETED,TXN-326168457,2026-08-14 11:46:24
5875,19045,1131,2020-06-01,Credit Card,1955968.41,FAILED,TXN-588799670,2026-08-14 11:46:24
5876,2875,294,2021-02-04,Credit Card,1724263.05,COMPLETED,TXN-737700371,2026-08-14 11:46:24
5877,13246,6982,2026-01-26,Bank Transfer,748859.22,COMPLETED,TXN-434208142,2026-08-14 11:46:24
5878,15124,3058,2024-12-15,Loan,357216.29,PENDING,TXN-650937457,2026-08-14 11:46:24
5879,1631,3382,2024-10-13,Debit Card,877238.55,COMPLETED,TXN-933333165,2026-08-14 11:46:24
5880,5144,494,2021-02-12,Debit Card,775555.03,COMPLETED,TXN-617364705,2026-08-14 11:46:24
5881,8631,4090,2022-04-08,Debit Card,483969.49,FAILED,TXN-815348458,2026-08-14 11:46:24
5882,19924,9931,2021-07-01,Loan,196876.66,COMPLETED,TXN-549307003,2026-08-14 11:46:24
5883,17584,5940,2021-05-19,Loan,259595.48,COMPLETED,TXN-313160438,2026-08-14 11:46:24
5884,1421,8796,2020-03-02,Debit Card,700588.26,COMPLETED,TXN-435914687,2026-08-14 11:46:24
5885,6296,6391,2025-10-14,Loan,2268367.74,COMPLETED,TXN-953502610,2026-08-14 11:46:24
5886,12193,7528,2025-12-08,UPI,608450.08,COMPLETED,TXN-807031493,2026-08-14 11:46:24
5887,11868,8635,2024-10-09,UPI,437803.23,COMPLETED,TXN-901108381,2026-08-14 11:46:24
5888,17121,304,2021-09-19,Credit Card,1176093.01,COMPLETED,TXN-692981547,2026-08-14 11:46:24
5889,6680,7716,2026-01-22,Loan,644974.73,COMPLETED,TXN-697367013,2026-08-14 11:46:24
5890,5924,8375,2022-01-20,Loan,1680625.54,FAILED,TXN-402735945,2026-08-14 11:46:24
5891,15739,591,2021-10-09,UPI,2043975.54,COMPLETED,TXN-560890525,2026-08-14 11:46:24
5892,3799,4248,2024-07-01,UPI,647257.49,COMPLETED,TXN-184143125,2026-08-14 11:46:24
5893,11618,1740,2021-09-20,UPI,1388305.1,COMPLETED,TXN-473243856,2026-08-14 11:46:24
5894,10765,604,2024-01-24,UPI,521781.35,FAILED,TXN-353122636,2026-08-14 11:46:24
5895,10473,6660,2022-02-19,Bank Transfer,1531600.14,PENDING,TXN-688205072,2026-08-14 11:46:24
5896,17148,9285,2023-03-04,Loan,1506123.63,PENDING,TXN-895251803,2026-08-14 11:46:24
5897,10250,5927,2023-08-05,Loan,110510.84,FAILED,TXN-889367015,2026-08-14 11:46:24
5898,16912,8613,2021-09-08,UPI,836160.79,FAILED,TXN-964257273,2026-08-14 11:46:24
5899,15912,5860,2021-03-04,Debit Card,619467.49,COMPLETED,TXN-142701964,2026-08-14 11:46:24
5900,19672,4472,2020-05-22,Credit Card,1068967.99,COMPLETED,TXN-582185615,2026-08-14 11:46:24
5901,10185,1454,2024-11-07,Loan,1255986.52,COMPLETED,TXN-652124665,2026-08-14 11:46:24
5902,13051,6505,2025-01-27,Bank Transfer,657640.25,COMPLETED,TXN-485570976,2026-08-14 11:46:24
5903,12068,5796,2022-08-16,Credit Card,511553.74,FAILED,TXN-524241047,2026-08-14 11:46:24
5904,18890,3881,2024-02-09,Loan,1627660.48,PENDING,TXN-855973572,2026-08-14 11:46:24
5905,9740,5360,2025-07-17,Credit Card,1181608.65,COMPLETED,TXN-255254577,2026-08-14 11:46:24
5906,5319,8175,2022-02-04,Loan,1028102.45,FAILED,TXN-624920742,2026-08-14 11:46:24
5907,3749,5398,2023-07-12,Loan,373971.4,COMPLETED,TXN-704965342,2026-08-14 11:46:24
5908,6750,794,2025-04-27,UPI,313542.65,COMPLETED,TXN-936379761,2026-08-14 11:46:24
5909,2335,4279,2021-09-30,Bank Transfer,208699.33,COMPLETED,TXN-558924754,2026-08-14 11:46:24
5910,16363,7967,2026-07-23,Credit Card,729671.57,FAILED,TXN-568211958,2026-08-14 11:46:24
5911,5075,6197,2020-12-09,UPI,864303.84,COMPLETED,TXN-192231598,2026-08-14 11:46:24
5912,4332,9755,2023-05-03,Loan,1116089.97,FAILED,TXN-284137605,2026-08-14 11:46:24
5913,9984,4182,2021-04-06,UPI,67683.74,COMPLETED,TXN-129255302,2026-08-14 11:46:24
5914,19903,6202,2022-05-03,Credit Card,1407992.85,PENDING,TXN-563254984,2026-08-14 11:46:24
5915,12170,3978,2023-08-06,Debit Card,923000.63,PENDING,TXN-632792388,2026-08-14 11:46:24
5916,5330,8073,2025-04-12,Bank Transfer,2305255.74,FAILED,TXN-279946110,2026-08-14 11:46:24
5917,5935,3653,2022-06-03,Loan,900333.55,COMPLETED,TXN-703134743,2026-08-14 11:46:24
5918,12852,3564,2021-07-10,Credit Card,183180.26,COMPLETED,TXN-949970778,2026-08-14 11:46:24
5919,18085,2769,2023-08-13,Loan,1243973.79,FAILED,TXN-670597940,2026-08-14 11:46:24
5920,9773,9451,2023-03-13,Credit Card,170433.06,PENDING,TXN-696677620,2026-08-14 11:46:24
5921,4997,3987,2024-12-24,Debit Card,596268.09,COMPLETED,TXN-789589698,2026-08-14 11:46:24
5922,17838,5930,2022-08-06,Loan,486446.93,COMPLETED,TXN-798424119,2026-08-14 11:46:24
5923,19502,8273,2025-10-05,Debit Card,561083.75,COMPLETED,TXN-681525079,2026-08-14 11:46:24
5924,13773,2652,2025-05-14,Bank Transfer,356359.61,FAILED,TXN-410223157,2026-08-14 11:46:24
5925,12415,8347,2025-04-14,Loan,562554.55,FAILED,TXN-341535281,2026-08-14 11:46:24
5926,6982,6703,2021-01-23,Debit Card,692051.58,FAILED,TXN-586251301,2026-08-14 11:46:24
5927,4426,5978,2020-08-11,UPI,536592.65,PENDING,TXN-723610517,2026-08-14 11:46:24
5928,2375,9281,2020-07-19,Loan,1049470.8,COMPLETED,TXN-424433785,2026-08-14 11:46:24
5929,817,1971,2023-06-30,Loan,417448.07,COMPLETED,TXN-651523365,2026-08-14 11:46:24
5930,8087,2828,2025-12-27,Debit Card,327517.24,COMPLETED,TXN-685742996,2026-08-14 11:46:24
5931,5433,3179,2021-06-25,UPI,1959338.39,COMPLETED,TXN-792107884,2026-08-14 11:46:24
5932,130,8152,2023-07-22,Debit Card,1190352.72,FAILED,TXN-897068447,2026-08-14 11:46:24
5933,12078,3682,2023-03-01,Credit Card,1043569.75,COMPLETED,TXN-179525827,2026-08-14 11:46:24
5934,3967,2549,2025-04-22,UPI,280707.61,PENDING,TXN-615832840,2026-08-14 11:46:24
5935,15219,2929,2023-10-01,UPI,650617.74,COMPLETED,TXN-861080953,2026-08-14 11:46:24
5936,9011,1660,2025-03-27,Debit Card,1517841.18,COMPLETED,TXN-975911871,2026-08-14 11:46:24
5937,7196,6449,2023-12-09,Loan,1648982.01,PENDING,TXN-583574746,2026-08-14 11:46:24
5938,4934,2382,2025-10-11,Debit Card,1389378.25,COMPLETED,TXN-702503798,2026-08-14 11:46:24
5939,16479,3631,2024-08-07,Debit Card,934296.23,COMPLETED,TXN-994707835,2026-08-14 11:46:24
5940,2352,8272,2023-04-28,Bank Transfer,623867.58,FAILED,TXN-237580542,2026-08-14 11:46:24
5941,13082,3204,2022-10-31,Credit Card,705495.92,COMPLETED,TXN-410241087,2026-08-14 11:46:24
5942,13383,853,2020-05-04,Debit Card,1383107.47,PENDING,TXN-802043715,2026-08-14 11:46:24
5943,11462,6346,2024-12-30,Loan,368070.79,COMPLETED,TXN-674911050,2026-08-14 11:46:24
5944,6506,319,2020-09-07,UPI,1305067.55,FAILED,TXN-561539956,2026-08-14 11:46:24
5945,12749,642,2025-01-22,UPI,1258242.06,PENDING,TXN-414945107,2026-08-14 11:46:24
5946,14790,2202,2023-11-09,UPI,1753938.61,COMPLETED,TXN-459564978,2026-08-14 11:46:24
5947,7176,42,2022-05-13,Credit Card,1135833.18,FAILED,TXN-996891508,2026-08-14 11:46:24
5948,11953,3984,2024-10-30,Credit Card,1157934.0,PENDING,TXN-358587616,2026-08-14 11:46:24
5949,2179,1662,2021-06-19,Debit Card,277380.51,FAILED,TXN-652891420,2026-08-14 11:46:24
5950,18070,9970,2023-07-24,Debit Card,356155.25,COMPLETED,TXN-788571855,2026-08-14 11:46:24
5951,14659,9313,2025-03-05,Debit Card,351683.08,PENDING,TXN-402234578,2026-08-14 11:46:24
5952,19943,9320,2020-12-12,Debit Card,1991748.2,COMPLETED,TXN-256773186,2026-08-14 11:46:24
5953,12140,4516,2022-02-09,Bank Transfer,1595988.61,COMPLETED,TXN-529932474,2026-08-14 11:46:24
5954,3354,8265,2025-01-24,Loan,184247.72,COMPLETED,TXN-835038833,2026-08-14 11:46:24
5955,11113,4833,2024-07-10,Bank Transfer,1015071.32,PENDING,TXN-847171942,2026-08-14 11:46:24
5956,7351,7192,2024-01-06,Bank Transfer,1541884.17,COMPLETED,TXN-390772429,2026-08-14 11:46:24
5957,10249,6104,2021-02-07,Bank Transfer,786142.33,COMPLETED,TXN-624089278,2026-08-14 11:46:24
5958,7155,7447,2022-03-17,Bank Transfer,248119.43,COMPLETED,TXN-392386158,2026-08-14 11:46:24
5959,5042,6221,2025-06-16,Credit Card,1300143.17,PENDING,TXN-176822877,2026-08-14 11:46:24
5960,14537,1257,2024-10-17,Loan,544772.73,COMPLETED,TXN-617684145,2026-08-14 11:46:24
5961,10038,7858,2021-04-24,Credit Card,1085832.66,COMPLETED,TXN-996261063,2026-08-14 11:46:24
5962,5371,1453,2020-03-21,Loan,553723.66,COMPLETED,TXN-121313009,2026-08-14 11:46:24
5963,15373,4481,2026-01-12,UPI,2377124.16,COMPLETED,TXN-138769641,2026-08-14 11:46:24
5964,6579,4811,2026-07-05,Bank Transfer,1314263.86,FAILED,TXN-939657830,2026-08-14 11:46:24
5965,14515,7631,2023-04-14,UPI,393561.71,COMPLETED,TXN-385841873,2026-08-14 11:46:24
5966,14754,4313,2022-04-10,UPI,381195.38,COMPLETED,TXN-565095777,2026-08-14 11:46:24
5967,19866,908,2022-09-18,Loan,448083.45,COMPLETED,TXN-719029446,2026-08-14 11:46:24
5968,15794,8337,2025-07-28,Bank Transfer,943329.54,PENDING,TXN-869459131,2026-08-14 11:46:24
5969,10184,7784,2025-07-03,Credit Card,801207.39,COMPLETED,TXN-835317056,2026-08-14 11:46:24
5970,17000,4268,2025-04-02,Credit Card,1087518.0,FAILED,TXN-337514160,2026-08-14 11:46:24
5971,12275,6592,2021-10-27,Credit Card,1163254.07,COMPLETED,TXN-510167678,2026-08-14 11:46:24
5972,521,9501,2023-07-23,UPI,271769.92,COMPLETED,TXN-912629217,2026-08-14 11:46:24
5973,156,7568,2024-04-10,UPI,743655.99,PENDING,TXN-175248374,2026-08-14 11:46:24
5974,9106,2562,2025-06-12,Bank Transfer,794438.99,COMPLETED,TXN-113864172,2026-08-14 11:46:24
5975,6499,5444,2022-11-14,Debit Card,1276389.98,COMPLETED,TXN-909672576,2026-08-14 11:46:24
5976,18815,3559,2026-01-17,Bank Transfer,488916.29,PENDING,TXN-518444224,2026-08-14 11:46:24
5977,19771,1721,2020-06-17,Credit Card,440787.15,COMPLETED,TXN-848025235,2026-08-14 11:46:24
5978,4385,7682,2025-02-09,Loan,311563.68,FAILED,TXN-332380052,2026-08-14 11:46:24
5979,5318,4314,2021-04-03,Credit Card,374799.13,COMPLETED,TXN-938061718,2026-08-14 11:46:24
5980,18009,9304,2024-03-30,Credit Card,1142663.88,COMPLETED,TXN-552273468,2026-08-14 11:46:24
5981,17518,8027,2024-10-04,UPI,813602.2,FAILED,TXN-620935179,2026-08-14 11:46:24
5982,14,7455,2025-01-16,UPI,779887.71,COMPLETED,TXN-848501173,2026-08-14 11:46:24
5983,11747,907,2022-08-15,Credit Card,186818.41,PENDING,TXN-529368024,2026-08-14 11:46:24
5984,9286,3864,2023-02-21,Bank Transfer,387830.88,COMPLETED,TXN-646802988,2026-08-14 11:46:24
5985,3896,1997,2020-03-07,Credit Card,491360.37,COMPLETED,TXN-676339563,2026-08-14 11:46:24
5986,5065,4707,2021-02-26,Debit Card,385663.49,COMPLETED,TXN-768563852,2026-08-14 11:46:24
5987,18459,4976,2023-02-19,Bank Transfer,668163.09,PENDING,TXN-933844603,2026-08-14 11:46:24
5988,9017,4055,2020-04-20,Credit Card,1627660.07,COMPLETED,TXN-327694023,2026-08-14 11:46:24
5989,17781,1002,2020-07-30,Bank Transfer,478879.81,COMPLETED,TXN-298826427,2026-08-14 11:46:24
5990,13984,7258,2024-09-29,Credit Card,804622.44,FAILED,TXN-979707998,2026-08-14 11:46:24
5991,19621,3976,2024-06-14,UPI,365626.13,COMPLETED,TXN-731519280,2026-08-14 11:46:24
5992,13652,4948,2024-08-02,Debit Card,670465.35,COMPLETED,TXN-758729460,2026-08-14 11:46:24
5993,5139,7097,2023-01-27,UPI,1190220.92,COMPLETED,TXN-344127648,2026-08-14 11:46:24
5994,12650,65,2024-02-18,Debit Card,663593.09,PENDING,TXN-558294854,2026-08-14 11:46:24
5995,3000,7006,2021-09-25,UPI,1169064.47,COMPLETED,TXN-369587428,2026-08-14 11:46:24
5996,15324,8010,2020-11-09,Debit Card,551079.57,PENDING,TXN-917620339,2026-08-14 11:46:24
5997,3292,2570,2020-12-20,Credit Card,260945.55,COMPLETED,TXN-967146242,2026-08-14 11:46:24
5998,3798,4720,2021-07-04,UPI,133479.08,FAILED,TXN-541540296,2026-08-14 11:46:24
5999,9201,2318,2026-01-10,Loan,190067.22,COMPLETED,TXN-250012104,2026-08-14 11:46:24
6000,18474,1715,2023-06-25,Loan,242816.78,COMPLETED,TXN-888104257,2026-08-14 11:46:24
6001,1429,4673,2025-03-28,Debit Card,651929.23,FAILED,TXN-179469887,2026-08-14 11:46:24
6002,6915,3110,2020-11-30,Loan,317108.79,COMPLETED,TXN-353723718,2026-08-14 11:46:24
6003,7360,9919,2023-01-24,Credit Card,526658.35,COMPLETED,TXN-323011125,2026-08-14 11:46:24
6004,16581,4971,2023-11-18,Debit Card,268773.5,COMPLETED,TXN-269884993,2026-08-14 11:46:24
6005,3302,1472,2025-09-19,Loan,572840.02,FAILED,TXN-700570831,2026-08-14 11:46:24
6006,12919,9705,2025-09-17,UPI,603931.69,PENDING,TXN-989402425,2026-08-14 11:46:24
6007,12100,5863,2022-05-03,UPI,1457110.63,COMPLETED,TXN-544426444,2026-08-14 11:46:24
6008,17705,6209,2022-03-21,Loan,1688381.24,COMPLETED,TXN-195083137,2026-08-14 11:46:24
6009,11703,287,2026-04-25,Credit Card,1911815.76,COMPLETED,TXN-149663859,2026-08-14 11:46:24
6010,14969,3185,2021-09-08,Debit Card,841978.08,COMPLETED,TXN-677330294,2026-08-14 11:46:24
6011,6712,4898,2020-02-23,Bank Transfer,277333.0,FAILED,TXN-438348680,2026-08-14 11:46:24
6012,18662,9585,2025-08-30,Loan,299438.71,FAILED,TXN-426928789,2026-08-14 11:46:24
6013,957,5023,2022-09-17,Bank Transfer,862205.4,COMPLETED,TXN-228327451,2026-08-14 11:46:24
6014,14734,8326,2022-07-08,UPI,379553.34,COMPLETED,TXN-986100250,2026-08-14 11:46:24
6015,2486,3557,2024-04-11,Credit Card,501252.62,COMPLETED,TXN-817469067,2026-08-14 11:46:24
6016,15913,4571,2022-02-21,Loan,584425.07,COMPLETED,TXN-206427557,2026-08-14 11:46:24
6017,11719,1718,2025-09-07,Bank Transfer,1121779.51,PENDING,TXN-376007805,2026-08-14 11:46:24
6018,14389,8687,2025-07-23,Loan,698700.07,COMPLETED,TXN-961161296,2026-08-14 11:46:24
6019,4277,3459,2020-04-02,Debit Card,1213328.59,PENDING,TXN-969643589,2026-08-14 11:46:24
6020,10543,3119,2020-10-02,Credit Card,367354.72,PENDING,TXN-176941294,2026-08-14 11:46:24
6021,17165,3317,2023-05-21,Loan,864339.27,COMPLETED,TXN-441660974,2026-08-14 11:46:24
6022,2245,7175,2025-01-18,Credit Card,657398.28,FAILED,TXN-645792558,2026-08-14 11:46:24
6023,19436,2754,2021-10-09,Loan,1299403.98,COMPLETED,TXN-352134569,2026-08-14 11:46:24
6024,10963,8783,2026-03-29,Bank Transfer,1750206.44,PENDING,TXN-108933266,2026-08-14 11:46:24
6025,14040,3190,2023-12-23,Debit Card,293632.99,FAILED,TXN-793041716,2026-08-14 11:46:24
6026,17476,2871,2025-04-01,Credit Card,963631.86,FAILED,TXN-234778124,2026-08-14 11:46:24
6027,15051,9683,2022-03-09,Bank Transfer,808327.52,COMPLETED,TXN-295378231,2026-08-14 11:46:24
6028,4065,164,2021-03-29,UPI,733757.31,FAILED,TXN-297933097,2026-08-14 11:46:24
6029,12297,3248,2021-02-25,Bank Transfer,1071142.02,COMPLETED,TXN-489337894,2026-08-14 11:46:24
6030,13194,577,2025-09-26,Loan,692489.96,PENDING,TXN-848354795,2026-08-14 11:46:24
6031,6489,6566,2026-06-30,Loan,385503.54,PENDING,TXN-618266118,2026-08-14 11:46:24
6032,9901,9268,2020-04-25,Bank Transfer,1010059.35,PENDING,TXN-878763800,2026-08-14 11:46:24
6033,10181,7394,2023-06-13,Loan,326811.38,COMPLETED,TXN-423157383,2026-08-14 11:46:24
6034,7657,3619,2025-01-28,Bank Transfer,423999.45,COMPLETED,TXN-208439396,2026-08-14 11:46:24
6035,5033,1890,2025-10-05,Credit Card,1440678.23,PENDING,TXN-606903322,2026-08-14 11:46:24
6036,1233,7220,2024-12-18,Loan,1348253.21,COMPLETED,TXN-252724549,2026-08-14 11:46:24
6037,4489,3118,2021-03-07,UPI,198238.78,COMPLETED,TXN-547910344,2026-08-14 11:46:24
6038,2720,1415,2020-01-16,Credit Card,286346.47,COMPLETED,TXN-127898094,2026-08-14 11:46:24
6039,16883,290,2026-02-05,UPI,1529417.98,FAILED,TXN-773138204,2026-08-14 11:46:24
6040,10365,9882,2025-08-05,Credit Card,1233606.53,PENDING,TXN-836453692,2026-08-14 11:46:24
6041,19712,8373,2023-05-31,Debit Card,724271.57,COMPLETED,TXN-460630927,2026-08-14 11:46:24
6042,6356,4888,2021-03-23,Bank Transfer,461712.24,FAILED,TXN-670244703,2026-08-14 11:46:24
6043,18200,5725,2022-10-21,Debit Card,142964.27,PENDING,TXN-153217051,2026-08-14 11:46:24
6044,19105,2208,2021-07-23,UPI,495564.43,FAILED,TXN-690606060,2026-08-14 11:46:24
6045,11813,6451,2024-02-02,UPI,591780.32,COMPLETED,TXN-116243232,2026-08-14 11:46:24
6046,4326,2988,2025-09-19,Credit Card,371524.89,COMPLETED,TXN-591349681,2026-08-14 11:46:24
6047,14681,1294,2026-03-09,Debit Card,1326820.3,COMPLETED,TXN-678986685,2026-08-14 11:46:24
6048,4973,3523,2025-03-09,UPI,625346.6,COMPLETED,TXN-332577828,2026-08-14 11:46:24
6049,7841,2111,2024-07-08,UPI,857712.62,FAILED,TXN-169987589,2026-08-14 11:46:24
6050,4765,1370,2020-01-27,Credit Card,111738.86,COMPLETED,TXN-294006206,2026-08-14 11:46:24
6051,17210,1899,2020-04-05,Bank Transfer,1030915.68,COMPLETED,TXN-612537410,2026-08-14 11:46:24
6052,16232,7428,2025-02-14,UPI,1798772.52,COMPLETED,TXN-734529364,2026-08-14 11:46:24
6053,11226,2890,2026-02-19,Credit Card,880185.42,COMPLETED,TXN-268706436,2026-08-14 11:46:24
6054,18379,2595,2022-10-27,Credit Card,230403.7,COMPLETED,TXN-619607842,2026-08-14 11:46:24
6055,15820,5923,2020-07-03,UPI,637503.12,COMPLETED,TXN-525780605,2026-08-14 11:46:24
6056,11544,4763,2021-11-13,Debit Card,738560.09,FAILED,TXN-111648235,2026-08-14 11:46:24
6057,11451,5282,2022-11-29,UPI,1478718.53,FAILED,TXN-353819678,2026-08-14 11:46:24
6058,4566,6818,2025-07-14,Bank Transfer,458081.99,FAILED,TXN-669602915,2026-08-14 11:46:24
6059,13872,8308,2025-03-30,Bank Transfer,1876485.19,COMPLETED,TXN-671010650,2026-08-14 11:46:24
6060,16837,3188,2023-03-19,UPI,974386.45,PENDING,TXN-805761569,2026-08-14 11:46:24
