vehicle_id,manufacturer_id,dealer_id,customer_id,vin,model_name,vehicle_type,fuel_type,transmission,manufacturing_year,color,price,sale_date,vehicle_status,created_at
12672,16,11,1577.0,IIKWGVNZOWADPJYRG,Fortuner,SUV,Diesel,Automatic,2023,Grey,4153135.0,2022-04-29,SOLD,2026-08-14 11:46:21
12673,6,48,,IUONVSQGLFTOVTVFW,Venue,SUV,Petrol,Manual,2021,Silver,2997226.0,,AVAILABLE,2026-08-14 11:46:21
12674,14,42,327.0,VJNDVGKKAIRUZJXFD,Sonet,SUV,Diesel,Manual,2023,Grey,3875313.0,2020-06-06,SOLD,2026-08-14 11:46:21
12675,18,25,8302.0,ULFDCIDBDHIHUXLID,Punch,SUV,Petrol,Manual,2023,Blue,2431738.0,2022-10-22,SOLD,2026-08-14 11:46:21
12676,4,20,8257.0,VWMWDDJEPCFKARXJR,Model 3,Sedan,Electric,Automatic,2022,Black,1702556.0,2025-12-08,SOLD,2026-08-14 11:46:21
12677,14,48,9095.0,ACGUHAHUFYAFDNWON,Civic,Sedan,Petrol,Automatic,2024,Red,868222.0,2020-05-22,SOLD,2026-08-14 11:46:21
12678,6,11,2542.0,IETQRGGSBLPOMQZYE,Civic,Sedan,Petrol,Automatic,2020,White,588360.0,2021-03-13,SOLD,2026-08-14 11:46:21
12679,16,20,1471.0,PINKKVRHNCDGIFBQU,Creta,SUV,Petrol,Automatic,2024,Blue,3367462.0,2020-08-15,SOLD,2026-08-14 11:46:21
12680,2,8,,DDXZRECBEGINSIJAC,City,Sedan,Petrol,Automatic,2023,Silver,2736675.0,,AVAILABLE,2026-08-14 11:46:21
12681,10,8,5514.0,RGCXELASZGXPXUSVU,Harrier,SUV,Diesel,Automatic,2021,Grey,4258206.0,2020-10-16,SOLD,2026-08-14 11:46:21
12682,17,42,,BQRYZSHVLEVDJZFRU,Venue,SUV,Petrol,Manual,2023,White,4616338.0,,AVAILABLE,2026-08-14 11:46:21
12683,6,10,3668.0,SZKILVDZWPQDFSXXL,Civic,Sedan,Petrol,Automatic,2024,Blue,1516454.0,2021-02-28,SOLD,2026-08-14 11:46:21
12684,11,10,9883.0,YQYWGQHJPSBVCWPFY,Creta,SUV,Petrol,Automatic,2020,White,1933320.0,2022-03-06,SOLD,2026-08-14 11:46:21
12685,19,4,,VAZLAGZGZNDKYDECZ,Creta,SUV,Petrol,Automatic,2018,Grey,2820515.0,,AVAILABLE,2026-08-14 11:46:21
12686,1,29,1763.0,QQFZATAOUILDPLJVN,Scorpio,SUV,Diesel,Manual,2026,Red,1357218.0,2021-06-28,SOLD,2026-08-14 11:46:21
12687,18,48,,YUKKVVZZPVHUNPUNW,Swift,Hatchback,Petrol,Manual,2025,White,1958581.0,,AVAILABLE,2026-08-14 11:46:21
12688,6,2,4910.0,ROZLQGXEEUHZTRMAV,Virtus,Sedan,Petrol,Automatic,2025,Silver,3368696.0,2023-08-22,SOLD,2026-08-14 11:46:21
12689,14,13,344.0,FWGORWJPMDICHHOWT,Model 3,Sedan,Electric,Automatic,2021,White,2527308.0,2023-04-07,SOLD,2026-08-14 11:46:21
12690,14,36,,VTLCFHIHNVROYKXJI,XUV700,SUV,Diesel,Automatic,2026,Silver,4195365.0,,AVAILABLE,2026-08-14 11:46:21
12691,6,29,,LWFPKIIPSKHKEZUPP,Swift,Hatchback,Petrol,Manual,2024,Grey,813340.0,,AVAILABLE,2026-08-14 11:46:21
12692,4,13,9928.0,FZMHOWEQREWQSGEYM,Verna,Sedan,Petrol,Automatic,2019,Black,4339377.0,2021-11-03,SOLD,2026-08-14 11:46:21
12693,8,37,5551.0,YGDFHKSKBFZMELEIW,City,Sedan,Petrol,Automatic,2019,Silver,1863279.0,2020-05-11,SOLD,2026-08-14 11:46:21
12694,12,16,,RBGGSNDOUMNPWFZIX,Harrier,SUV,Diesel,Automatic,2022,Blue,4473404.0,,AVAILABLE,2026-08-14 11:46:21
12695,16,36,6803.0,JSEORBLTTOAVNSKRD,Camry,Sedan,Hybrid,Automatic,2019,Black,2169917.0,2023-03-04,SOLD,2026-08-14 11:46:21
12696,6,26,,BYOMGSJXLSRCANNPZ,Punch,SUV,Petrol,Manual,2018,Blue,3326710.0,,AVAILABLE,2026-08-14 11:46:21
12697,6,21,53.0,OHOUKZWYVYQFXFITL,Venue,SUV,Petrol,Manual,2022,Silver,2441802.0,2025-11-25,SOLD,2026-08-14 11:46:21
12698,3,10,,MUNOWMPYZAVKEFHVV,Virtus,Sedan,Petrol,Automatic,2026,Grey,3192600.0,,AVAILABLE,2026-08-14 11:46:21
12699,16,3,7064.0,NJEDVMZULWAHVIZWJ,Model 3,Sedan,Electric,Automatic,2020,Red,3671646.0,2022-05-06,SOLD,2026-08-14 11:46:21
12700,9,12,5162.0,UALPWCEPWERBXBVOS,XUV700,SUV,Diesel,Automatic,2021,Silver,3993112.0,2022-06-02,SOLD,2026-08-14 11:46:21
12701,1,10,3533.0,IUZCWJJMOJDSRSDGY,Virtus,Sedan,Petrol,Automatic,2025,White,3265861.0,2023-10-19,SOLD,2026-08-14 11:46:21
12702,17,43,4312.0,HLJLLTORDSBLJVDTX,City,Sedan,Petrol,Automatic,2023,Black,3956453.0,2025-01-27,SOLD,2026-08-14 11:46:21
12703,17,26,,PBPZJKNVPCUQXSBZC,Sonet,SUV,Diesel,Manual,2021,Black,2675137.0,,AVAILABLE,2026-08-14 11:46:21
12704,9,31,,RKUBPNWMLONVSTHFZ,Camry,Sedan,Hybrid,Automatic,2022,Black,1065091.0,,AVAILABLE,2026-08-14 11:46:21
12705,9,15,,NCAELKQYHMLWZBKVO,Seltos,SUV,Petrol,Automatic,2018,Red,3621045.0,,AVAILABLE,2026-08-14 11:46:21
12706,17,37,4605.0,NYYNHKWMWVFQHCANT,Civic,Sedan,Petrol,Automatic,2024,Blue,2620841.0,2023-04-23,SOLD,2026-08-14 11:46:21
12707,15,8,,SVADNAVEHVXYJWZBN,City,Sedan,Petrol,Automatic,2023,Silver,563960.0,,AVAILABLE,2026-08-14 11:46:21
12708,6,40,,EZCWPYNOTYZTESAIN,Sonet,SUV,Diesel,Manual,2025,Blue,1267638.0,,AVAILABLE,2026-08-14 11:46:21
12709,14,46,,KOYSAOBIHPZHMKNQD,Baleno,Hatchback,Petrol,Automatic,2025,Grey,1040043.0,,AVAILABLE,2026-08-14 11:46:21
12710,1,38,,UDTSTEEDBYPOQPIYM,Harrier,SUV,Diesel,Automatic,2026,Red,4466349.0,,AVAILABLE,2026-08-14 11:46:21
12711,10,39,6213.0,JEHDRWWITVPVVKDHK,Fortuner,SUV,Diesel,Automatic,2026,Blue,4878881.0,2023-08-26,SOLD,2026-08-14 11:46:21
12712,10,39,,AIKTKABUDPCFWSDNX,XUV700,SUV,Diesel,Automatic,2025,Silver,3116800.0,,AVAILABLE,2026-08-14 11:46:21
12713,18,21,,FJXBFICPTCRUMXJNV,City,Sedan,Petrol,Automatic,2018,Blue,2609294.0,,AVAILABLE,2026-08-14 11:46:21
12714,20,43,3435.0,ZOYKIIPGRIGBKMNFP,Scorpio,SUV,Diesel,Manual,2020,Grey,805890.0,2024-06-19,SOLD,2026-08-14 11:46:21
12715,12,34,2961.0,JQLXGJGCURRVXDYLY,Swift,Hatchback,Petrol,Manual,2024,White,1024990.0,2023-12-09,SOLD,2026-08-14 11:46:21
12716,5,38,461.0,MPYJEJPNAIFUJPTEO,Swift,Hatchback,Petrol,Manual,2023,Silver,4287246.0,2020-12-29,SOLD,2026-08-14 11:46:21
12717,19,34,4178.0,NKEKHFHIGKKQSTOJD,Model 3,Sedan,Electric,Automatic,2018,Black,4524987.0,2022-03-01,SOLD,2026-08-14 11:46:21
12718,10,5,8301.0,DMMQOXUFQWCYAPAAM,Nexon EV,SUV,Electric,Automatic,2024,Grey,3558240.0,2022-08-30,SOLD,2026-08-14 11:46:21
12719,8,13,,VAUYEGBOIPGQFUOCL,Nexon EV,SUV,Electric,Automatic,2025,Silver,2429859.0,,AVAILABLE,2026-08-14 11:46:21
12720,4,32,7846.0,HNDIQMRZYXETPVLIP,Scorpio,SUV,Diesel,Manual,2025,Red,2602680.0,2020-11-09,SOLD,2026-08-14 11:46:21
12721,18,2,3050.0,KPYIYABYAEEFSPJXD,Model 3,Sedan,Electric,Automatic,2023,Blue,1127930.0,2020-07-21,SOLD,2026-08-14 11:46:21
12722,4,50,7715.0,ISWVYGZZCIBJOIEKD,Scorpio,SUV,Diesel,Manual,2025,Blue,2960430.0,2020-08-01,SOLD,2026-08-14 11:46:21
12723,7,9,2155.0,IRTUAVCAWVBXPWQHI,Nexon,SUV,Petrol,Manual,2024,Grey,1803423.0,2023-02-24,SOLD,2026-08-14 11:46:21
12724,7,26,6526.0,XLPKDAEOKTIEKRQDO,Creta,SUV,Petrol,Automatic,2022,Red,4827699.0,2020-10-19,SOLD,2026-08-14 11:46:21
12725,14,48,3922.0,SDCKBOQEAFDMAUCMM,Nexon,SUV,Petrol,Manual,2020,White,1358740.0,2025-07-25,SOLD,2026-08-14 11:46:21
12726,18,15,3331.0,PNCJOWJPCVHRVHJPW,Swift,Hatchback,Petrol,Manual,2019,Black,2837897.0,2026-01-20,SOLD,2026-08-14 11:46:21
12727,15,15,,HGSNFKSUIDQNSBWHN,Harrier,SUV,Diesel,Automatic,2026,White,2125902.0,,AVAILABLE,2026-08-14 11:46:21
12728,11,8,4554.0,GMJGQPSISHIAVHPEB,Seltos,SUV,Petrol,Automatic,2021,Red,4116545.0,2026-08-08,SOLD,2026-08-14 11:46:21
12729,16,3,773.0,HBKKVDVOFGRGPFQDP,Scorpio,SUV,Diesel,Manual,2019,White,1965303.0,2020-04-29,SOLD,2026-08-14 11:46:21
12730,1,43,9568.0,NOFTKKBMWQBWKLKAC,Swift,Hatchback,Petrol,Manual,2024,Grey,1930662.0,2025-12-13,SOLD,2026-08-14 11:46:21
12731,6,28,6811.0,IDZULDMXJICKVFPEO,Camry,Sedan,Hybrid,Automatic,2022,Black,795217.0,2026-03-24,SOLD,2026-08-14 11:46:21
12732,18,23,,BSHCHACGJFHKQVOSO,Nexon,SUV,Petrol,Manual,2021,Red,3593997.0,,AVAILABLE,2026-08-14 11:46:21
12733,16,5,3455.0,XPUODMEQBDFGNJPWB,City,Sedan,Petrol,Automatic,2021,Blue,4483169.0,2023-01-17,SOLD,2026-08-14 11:46:21
12734,8,24,4845.0,LWNDMMGYZRYKUBCUH,Scorpio,SUV,Diesel,Manual,2018,Grey,4913757.0,2020-09-30,SOLD,2026-08-14 11:46:21
12735,9,45,,MESGAMFBNBQCTTQRK,City,Sedan,Petrol,Automatic,2018,Black,2422646.0,,AVAILABLE,2026-08-14 11:46:21
12736,4,3,,AMUUYSEPWKFZKRLEM,Harrier,SUV,Diesel,Automatic,2025,Silver,1905343.0,,AVAILABLE,2026-08-14 11:46:21
12737,16,3,,GCPLGJNYUNGYLWRNX,Swift,Hatchback,Petrol,Manual,2023,Grey,4917568.0,,AVAILABLE,2026-08-14 11:46:21
12738,13,30,3041.0,LRXFFGICMFZCVZRVN,Nexon EV,SUV,Electric,Automatic,2022,Silver,3622711.0,2020-12-11,SOLD,2026-08-14 11:46:21
12739,13,47,7823.0,HFLKNDFHDOAFXFMDD,Verna,Sedan,Petrol,Automatic,2019,Blue,3851978.0,2025-03-25,SOLD,2026-08-14 11:46:21
12740,11,31,,ZDNXLPRAVLFKQBGUB,Verna,Sedan,Petrol,Automatic,2024,Black,4156059.0,,AVAILABLE,2026-08-14 11:46:21
12741,12,4,8212.0,JABHPQZHSAQIYPULN,Scorpio,SUV,Diesel,Manual,2019,Blue,3208427.0,2023-02-20,SOLD,2026-08-14 11:46:21
12742,3,33,8431.0,LEACEIGIZNPFVYGNJ,Swift,Hatchback,Petrol,Manual,2022,Black,1996989.0,2020-10-02,SOLD,2026-08-14 11:46:21
12743,18,44,,XCDAOVBUEDADVKSKC,Thar,SUV,Diesel,Manual,2022,White,1375669.0,,AVAILABLE,2026-08-14 11:46:21
12744,1,3,7629.0,GYVZOFVPMJDWVQQTT,Model 3,Sedan,Electric,Automatic,2022,Grey,1835336.0,2025-12-11,SOLD,2026-08-14 11:46:21
12745,3,45,6647.0,DZOVXDDIMLEIVIFBV,Model 3,Sedan,Electric,Automatic,2018,Grey,2473171.0,2023-07-27,SOLD,2026-08-14 11:46:21
12746,9,34,2244.0,HZNRATOIEFXNAXNUP,Scorpio,SUV,Diesel,Manual,2023,White,3324761.0,2021-01-02,SOLD,2026-08-14 11:46:21
12747,7,38,446.0,XHOSHJTDULWDWPDQW,Camry,Sedan,Hybrid,Automatic,2024,Blue,1087529.0,2021-05-21,SOLD,2026-08-14 11:46:21
12748,5,5,7440.0,SYRJUEWVOBSLWXMTV,Sonet,SUV,Diesel,Manual,2024,Grey,804275.0,2022-11-06,SOLD,2026-08-14 11:46:21
12749,9,37,642.0,PBROZHQECBLDAXTLC,XUV700,SUV,Diesel,Automatic,2023,Grey,2580950.0,2025-01-22,SOLD,2026-08-14 11:46:21
12750,12,26,,IGTVXWQDWAJXEPCDR,XUV700,SUV,Diesel,Automatic,2022,Blue,1563288.0,,AVAILABLE,2026-08-14 11:46:21
12751,10,24,,RTLVPLQXZIIHDWRUS,Harrier,SUV,Diesel,Automatic,2026,Blue,1096696.0,,AVAILABLE,2026-08-14 11:46:21
12752,9,43,7885.0,RCMGDLTMOAKYOHLTY,Seltos,SUV,Petrol,Automatic,2019,Grey,4446589.0,2020-06-21,SOLD,2026-08-14 11:46:21
12753,16,16,1408.0,PSKULHITNNTLLASLM,Nexon,SUV,Petrol,Manual,2018,White,3888642.0,2023-12-30,SOLD,2026-08-14 11:46:21
12754,7,48,7741.0,BFNOABECZUOGGCERL,Virtus,Sedan,Petrol,Automatic,2026,Silver,3337148.0,2024-07-14,SOLD,2026-08-14 11:46:21
12755,12,30,,EVEMRQZLZVBTUNLZH,Fortuner,SUV,Diesel,Automatic,2023,Black,864630.0,,AVAILABLE,2026-08-14 11:46:21
12756,1,28,,PPZSGUQVJOSKPFHNV,Sonet,SUV,Diesel,Manual,2024,Blue,610089.0,,AVAILABLE,2026-08-14 11:46:21
12757,14,7,7243.0,DJLAZRNOXIWHCDCHF,Thar,SUV,Diesel,Manual,2021,Silver,2905836.0,2022-09-26,SOLD,2026-08-14 11:46:21
12758,16,5,339.0,SPWRJKGSKXSUZOWCW,Punch,SUV,Petrol,Manual,2022,Red,2417671.0,2021-05-27,SOLD,2026-08-14 11:46:21
12759,15,45,,VQZGJWEJDYQZFPKKF,Nexon EV,SUV,Electric,Automatic,2018,Black,1637891.0,,AVAILABLE,2026-08-14 11:46:21
12760,7,34,1585.0,INNCZIUREMDRCGQBN,Sonet,SUV,Diesel,Manual,2025,Black,2312308.0,2022-06-06,SOLD,2026-08-14 11:46:21
12761,19,39,,AHPAJZKRLKOXMKRKG,Sonet,SUV,Diesel,Manual,2024,Black,4616025.0,,AVAILABLE,2026-08-14 11:46:21
12762,6,10,8597.0,CGJCCQFITYDUXIWYT,Harrier,SUV,Diesel,Automatic,2022,White,2837782.0,2020-12-25,SOLD,2026-08-14 11:46:21
12763,20,14,9328.0,BRZVBRMOTIIBPWLUD,Nexon,SUV,Petrol,Manual,2025,Black,1954652.0,2023-01-19,SOLD,2026-08-14 11:46:21
12764,3,17,,ERBKSPWWGOEARHHIT,Seltos,SUV,Petrol,Automatic,2022,Red,2518416.0,,AVAILABLE,2026-08-14 11:46:21
12765,6,29,,GGCLAYMNVFXVWMJVS,Civic,Sedan,Petrol,Automatic,2023,Silver,1814454.0,,AVAILABLE,2026-08-14 11:46:21
12766,13,44,,TDVQPNYUUOLVDBQBB,Creta,SUV,Petrol,Automatic,2020,Red,4648602.0,,AVAILABLE,2026-08-14 11:46:21
12767,7,5,5606.0,XMVABBNYQGLWNCECK,XUV700,SUV,Diesel,Automatic,2024,White,3769180.0,2024-11-10,SOLD,2026-08-14 11:46:21
12768,10,26,6403.0,CAGREIBTGLYKPMQSA,Model 3,Sedan,Electric,Automatic,2020,Grey,2662510.0,2021-03-29,SOLD,2026-08-14 11:46:21
12769,13,27,3759.0,ZNQHODQKKBWIRRXYH,Nexon EV,SUV,Electric,Automatic,2018,Black,1925940.0,2022-02-10,SOLD,2026-08-14 11:46:21
12770,8,47,,XQZGESWBJHACPLIEM,Nexon,SUV,Petrol,Manual,2026,Blue,4972400.0,,AVAILABLE,2026-08-14 11:46:21
12771,7,38,5423.0,GTXYAGJHCGUNIIMVK,Fortuner,SUV,Diesel,Automatic,2022,Black,3105706.0,2025-06-12,SOLD,2026-08-14 11:46:21
12772,9,9,2017.0,PJXIVOGBATMBWIHJE,Sonet,SUV,Diesel,Manual,2024,Grey,3086903.0,2025-09-19,SOLD,2026-08-14 11:46:21
12773,6,38,2867.0,VCMZQLVJGMZEMLGFZ,Seltos,SUV,Petrol,Automatic,2018,Red,1433632.0,2020-02-27,SOLD,2026-08-14 11:46:21
12774,5,12,1306.0,TRSHAICFSCQFQFAVB,Sonet,SUV,Diesel,Manual,2026,Blue,2899489.0,2024-08-22,SOLD,2026-08-14 11:46:21
12775,16,36,3820.0,CQSCEZWVVYLIZCKGI,Model 3,Sedan,Electric,Automatic,2021,Black,4585962.0,2022-07-14,SOLD,2026-08-14 11:46:21
12776,1,12,,TUGGIHFMWSHOSIXMB,Baleno,Hatchback,Petrol,Automatic,2021,Blue,3281924.0,,AVAILABLE,2026-08-14 11:46:21
12777,14,21,,LWGYJPQRYDPLNUGDQ,Verna,Sedan,Petrol,Automatic,2026,Red,4418028.0,,AVAILABLE,2026-08-14 11:46:21
12778,11,44,,LOGYOGLRHLOPUFHRS,Camry,Sedan,Hybrid,Automatic,2019,Red,2816095.0,,AVAILABLE,2026-08-14 11:46:21
12779,18,34,3766.0,SOYOCSFYVICNTWQXO,Punch,SUV,Petrol,Manual,2026,Silver,3935555.0,2023-03-20,SOLD,2026-08-14 11:46:21
12780,3,40,5524.0,MZFQQDSECKRECYLJG,Sonet,SUV,Diesel,Manual,2026,Blue,2146415.0,2024-02-15,SOLD,2026-08-14 11:46:21
12781,8,7,925.0,GGZVKMUWRYLAGKLWR,Civic,Sedan,Petrol,Automatic,2024,Grey,3302596.0,2020-02-23,SOLD,2026-08-14 11:46:21
12782,3,17,358.0,XFXDZSFQNEHYRAAHD,Sonet,SUV,Diesel,Manual,2022,Black,2278841.0,2020-11-01,SOLD,2026-08-14 11:46:21
12783,10,39,7827.0,KGLRMLNWTEDWZIJZH,Creta,SUV,Petrol,Automatic,2022,Silver,2458474.0,2020-11-23,SOLD,2026-08-14 11:46:21
12784,8,37,9751.0,TRIXRYRICJLBXKTDG,Harrier,SUV,Diesel,Automatic,2025,Silver,3926570.0,2022-05-19,SOLD,2026-08-14 11:46:21
12785,8,23,,MOHBSUFWYDCYWEGGD,Model 3,Sedan,Electric,Automatic,2022,Silver,4169031.0,,AVAILABLE,2026-08-14 11:46:21
12786,16,23,2598.0,AONQHKSQGGJFADKRJ,Scorpio,SUV,Diesel,Manual,2021,Blue,2136060.0,2021-05-07,SOLD,2026-08-14 11:46:21
12787,16,49,118.0,HICFYNEIZGITIOPNV,Model 3,Sedan,Electric,Automatic,2022,White,593899.0,2021-08-11,SOLD,2026-08-14 11:46:21
12788,11,22,,XOOZDSLKLKOEJGSTX,Seltos,SUV,Petrol,Automatic,2019,Grey,937104.0,,AVAILABLE,2026-08-14 11:46:21
12789,20,7,,DHFQWXTGOGKFRFZQB,Camry,Sedan,Hybrid,Automatic,2021,White,4168065.0,,AVAILABLE,2026-08-14 11:46:21
12790,6,5,3651.0,RRUJRQPENQTATDKDQ,XUV700,SUV,Diesel,Automatic,2018,Grey,510044.0,2020-11-26,SOLD,2026-08-14 11:46:21
12791,13,38,1905.0,BSBUQMQYXKUENYAXP,XUV700,SUV,Diesel,Automatic,2018,Blue,2762721.0,2021-07-28,SOLD,2026-08-14 11:46:21
12792,6,41,9918.0,GLPFGVWOTSUYDNYGZ,Punch,SUV,Petrol,Manual,2018,Blue,1020460.0,2020-06-22,SOLD,2026-08-14 11:46:21
12793,3,16,3131.0,DNMRGXVYBZDEGBJFK,XUV700,SUV,Diesel,Automatic,2020,Blue,1367701.0,2020-10-28,SOLD,2026-08-14 11:46:21
12794,2,45,2776.0,SCDQRJBZVSTCADPOC,Venue,SUV,Petrol,Manual,2018,Black,608053.0,2025-03-18,SOLD,2026-08-14 11:46:21
12795,4,49,3146.0,ENLGHBZFHCCZGUTTR,Seltos,SUV,Petrol,Automatic,2018,Silver,3550024.0,2021-12-02,SOLD,2026-08-14 11:46:21
12796,8,2,,BRFRTYZUXZIUWSCDR,Creta,SUV,Petrol,Automatic,2026,Silver,3320323.0,,AVAILABLE,2026-08-14 11:46:21
12797,12,24,2938.0,MHXQZSGRTJWBEPMKA,Nexon,SUV,Petrol,Manual,2024,White,2455759.0,2023-03-02,SOLD,2026-08-14 11:46:21
12798,10,7,4016.0,NPYAVLXCAHCIQMXFA,Harrier,SUV,Diesel,Automatic,2018,Blue,2618308.0,2024-12-16,SOLD,2026-08-14 11:46:21
12799,14,50,796.0,PFXFHGROGLYJGWZAA,Nexon EV,SUV,Electric,Automatic,2019,Black,3234719.0,2023-04-26,SOLD,2026-08-14 11:46:21
12800,13,46,,WHWISWAGQOCEIIUHV,Camry,Sedan,Hybrid,Automatic,2026,Grey,4530086.0,,AVAILABLE,2026-08-14 11:46:21
12801,9,20,6290.0,KDEEKWWSVOWTWQYVU,Creta,SUV,Petrol,Automatic,2020,Silver,795582.0,2021-04-20,SOLD,2026-08-14 11:46:21
12802,19,18,8731.0,MKKNJAHUZAPAFSPJO,Verna,Sedan,Petrol,Automatic,2022,Blue,1410153.0,2024-12-20,SOLD,2026-08-14 11:46:21
12803,17,5,,PJJVHBAUCIWOMNNAB,Thar,SUV,Diesel,Manual,2023,Red,1287470.0,,AVAILABLE,2026-08-14 11:46:21
12804,19,7,9676.0,QHZUJFMSLSDTECYEV,Model 3,Sedan,Electric,Automatic,2024,Blue,1969810.0,2020-11-24,SOLD,2026-08-14 11:46:21
12805,9,32,8050.0,MJIUTHJMYKVBWPJFB,Harrier,SUV,Diesel,Automatic,2018,White,1117846.0,2021-02-28,SOLD,2026-08-14 11:46:21
12806,15,40,9440.0,OQSMJQVFXADWZKCCE,Sonet,SUV,Diesel,Manual,2026,White,1369800.0,2021-12-30,SOLD,2026-08-14 11:46:21
12807,9,16,7141.0,XFHEHNREQJWFHULQD,Virtus,Sedan,Petrol,Automatic,2025,White,1818350.0,2026-07-15,SOLD,2026-08-14 11:46:21
12808,15,28,,QQPRGPSDVKETLTICC,Virtus,Sedan,Petrol,Automatic,2019,Red,2320962.0,,AVAILABLE,2026-08-14 11:46:21
12809,12,10,3294.0,ZLRNBIEXCXSQDJYWS,Creta,SUV,Petrol,Automatic,2024,Grey,1787889.0,2024-02-28,SOLD,2026-08-14 11:46:21
12810,1,12,9925.0,FEOQOOKIBWHJIVNAC,Venue,SUV,Petrol,Manual,2021,Grey,3909591.0,2024-04-12,SOLD,2026-08-14 11:46:21
12811,12,32,6864.0,YEALIPHCMHPJDSZKD,Thar,SUV,Diesel,Manual,2020,Grey,2461374.0,2021-08-07,SOLD,2026-08-14 11:46:21
12812,3,26,2775.0,TVETAJKKBRKTIHSQI,Seltos,SUV,Petrol,Automatic,2025,Silver,1319674.0,2023-03-26,SOLD,2026-08-14 11:46:21
12813,8,14,4574.0,NSBAMECJBQCOAIWNA,XUV700,SUV,Diesel,Automatic,2022,Black,2356473.0,2020-05-14,SOLD,2026-08-14 11:46:21
12814,8,24,,KWUPQGCWOLZUSOGOI,Nexon,SUV,Petrol,Manual,2024,Silver,2080466.0,,AVAILABLE,2026-08-14 11:46:21
12815,14,18,2038.0,TWGUKYABJXKQGTRYZ,Punch,SUV,Petrol,Manual,2021,White,1791098.0,2024-04-22,SOLD,2026-08-14 11:46:21
12816,20,11,,BOMDTHPZCDYBGTWQK,City,Sedan,Petrol,Automatic,2024,Blue,4786820.0,,AVAILABLE,2026-08-14 11:46:21
12817,20,6,170.0,XOZZAEYQNWMGCALLY,Nexon EV,SUV,Electric,Automatic,2020,Blue,4397048.0,2026-04-12,SOLD,2026-08-14 11:46:21
12818,6,17,9545.0,HRZVWMFHAUUHNMKCE,XUV700,SUV,Diesel,Automatic,2021,Grey,3682248.0,2020-07-13,SOLD,2026-08-14 11:46:21
12819,19,27,9800.0,EPZKAXBAGQQFNPSVC,Civic,Sedan,Petrol,Automatic,2020,Grey,2371178.0,2021-12-27,SOLD,2026-08-14 11:46:21
12820,11,8,,RNBZOBYEPYCNIXHUX,Harrier,SUV,Diesel,Automatic,2021,Black,4728623.0,,AVAILABLE,2026-08-14 11:46:21
12821,3,29,,VESMXNNLUUBEFAEIA,Verna,Sedan,Petrol,Automatic,2025,White,1226790.0,,AVAILABLE,2026-08-14 11:46:21
12822,19,39,6670.0,TSIPSKVLZQJVOWNCN,Punch,SUV,Petrol,Manual,2025,Grey,1039529.0,2023-08-12,SOLD,2026-08-14 11:46:21
12823,10,22,,PDHDEEYCLDETXNALR,Sonet,SUV,Diesel,Manual,2022,White,4447419.0,,AVAILABLE,2026-08-14 11:46:21
12824,14,19,,UGBVYTPWVKZOORGOO,Model 3,Sedan,Electric,Automatic,2018,Silver,2402744.0,,AVAILABLE,2026-08-14 11:46:21
12825,12,38,4701.0,SKZBIUKRZCWKPPKBS,Thar,SUV,Diesel,Manual,2018,Grey,3947627.0,2021-06-01,SOLD,2026-08-14 11:46:21
12826,5,7,,JZHLSBXZSSTMIEIGX,Sonet,SUV,Diesel,Manual,2023,Grey,2000790.0,,AVAILABLE,2026-08-14 11:46:21
12827,15,33,93.0,ANJZXKKEKQOBAKEBK,Baleno,Hatchback,Petrol,Automatic,2024,Red,1128149.0,2020-05-27,SOLD,2026-08-14 11:46:21
12828,18,2,,FBRHCMCMMQLPXIIVA,City,Sedan,Petrol,Automatic,2024,Grey,3342612.0,,AVAILABLE,2026-08-14 11:46:21
12829,5,15,,SWDFIIGBVLNIZCGJV,Sonet,SUV,Diesel,Manual,2025,Grey,1898229.0,,AVAILABLE,2026-08-14 11:46:21
12830,16,35,826.0,HIFTRJRKEIOVZQGNN,Venue,SUV,Petrol,Manual,2026,Blue,3841483.0,2021-04-01,SOLD,2026-08-14 11:46:21
12831,20,31,7321.0,UIKUQZRZZTBCEUWQA,XUV700,SUV,Diesel,Automatic,2024,White,3487303.0,2023-06-22,SOLD,2026-08-14 11:46:21
12832,8,25,,WPGEAAOHERSFQDPHE,Fortuner,SUV,Diesel,Automatic,2026,Red,1977895.0,,AVAILABLE,2026-08-14 11:46:21
12833,7,19,6432.0,HONSDFXYNSNZRGMKH,Verna,Sedan,Petrol,Automatic,2026,Black,1235777.0,2021-06-21,SOLD,2026-08-14 11:46:21
12834,3,6,,LZGMWOSVMTGYTMMTV,XUV700,SUV,Diesel,Automatic,2023,Blue,4735789.0,,AVAILABLE,2026-08-14 11:46:21
12835,1,43,,ABNTFCGVAEQOGONVV,Harrier,SUV,Diesel,Automatic,2018,Black,3893781.0,,AVAILABLE,2026-08-14 11:46:21
12836,11,14,9048.0,ZJOSDJZDLASGHOHQF,Scorpio,SUV,Diesel,Manual,2023,Blue,634658.0,2023-03-31,SOLD,2026-08-14 11:46:21
12837,19,8,453.0,GLAJYPHRDEVFQKZRO,Venue,SUV,Petrol,Manual,2023,White,3833201.0,2021-09-03,SOLD,2026-08-14 11:46:21
12838,13,18,2435.0,YHPHHLUPBVTPCUMCX,Sonet,SUV,Diesel,Manual,2024,White,4636248.0,2022-03-30,SOLD,2026-08-14 11:46:21
